Algorithm,recovery_pct,avg_rank,p1_budget,p1_correct_pct,p1_winner_score,p1_2nd_score,p2_winner_score,p2_2nd_score,avg_k,p1_true_winner_score,p2_true_winner_score,P1 Avg difference,P2 Avg difference,P2 Changes %,P2 Fixes %,P2 Errors %,N,k,m,epsilon,family,recovery_gain
"Gen-Prob E-Greedy (m=200, e=0.8)",91.5,378.21,904,91.0,3.7398,2.9484,3.5898,2.7903,0.0,3.5027,3.3604,0.7913628865824527,0.7994684281512896,1.5,0.5,0.0,400,20,200.0,0.8,Gen-Prob E-Greedy,0.25
Pure PARWiS (Baseline),91.25,377.6,"2,000",91.25,3.6017,2.5365,3.6017,2.5365,0.0,3.3689,3.3689,1.0651217236267532,1.0651217236267532,0.0,0.0,0.0,400,20,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.1)",91.25,377.84,904,91.0,3.7398,2.9484,3.6054,2.5472,0.0,3.5027,3.3689,0.7913628865824527,1.0581865302515978,1.7500000000000002,0.25,0.0,400,20,200.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",91.25,377.6,"2,000",91.25,3.6017,2.5365,3.6017,2.5365,0.0,3.3689,3.3689,1.0651217236267532,1.0651217236267532,0.0,0.0,0.0,400,20,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.2)",91.25,378.1,904,91.0,3.7398,2.9484,3.6077,2.6963,0.0,3.5027,3.3776,0.7913628865824527,0.9113776871140478,1.25,0.25,0.0,400,20,200.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.6)",91.25,377.89,904,91.0,3.7398,2.9484,3.6024,2.7973,0.0,3.5027,3.3715,0.7913628865824527,0.8051032522128234,2.0,0.25,0.0,400,20,200.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=1.0)",91.25,378.1,904,91.0,3.7398,2.9484,3.5495,2.7275,0.0,3.5027,3.3145,0.7913628865824527,0.822040616857878,1.7500000000000002,0.25,0.0,400,20,200.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.0)",91.25,377.35,904,91.0,3.7398,2.9484,3.6873,2.495,0.0,3.5027,3.4495,0.7913628865824527,1.192302709102548,1.5,0.25,0.0,400,20,300.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",91.25,378.05,"1,003",91.25,3.7,2.9338,3.6016,2.5413,0.0,3.4664,3.3686,0.766170000139768,1.0603502477038478,0.25,0.0,0.0,400,20,300.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.2)",91.25,378.09,"1,003",91.25,3.7,2.9338,3.6154,2.6763,0.0,3.4664,3.3825,0.766170000139768,0.9391262492472764,0.0,0.0,0.0,400,20,300.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.4)",91.25,378.06,"1,003",91.25,3.7,2.9338,3.6106,2.7671,0.0,3.4664,3.3776,0.766170000139768,0.8435215798714855,0.0,0.0,0.0,400,20,300.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.6)",91.25,378.24,"1,003",91.25,3.7,2.9338,3.5894,2.7804,0.0,3.4664,3.3559,0.766170000139768,0.8090060808985271,0.25,0.0,0.0,400,20,300.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.8)",91.25,378.08,"1,003",91.25,3.7,2.9338,3.5923,2.7786,0.0,3.4664,3.359,0.766170000139768,0.8136762731385541,0.25,0.0,0.0,400,20,300.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=1.0)",91.25,378.08,"1,003",91.25,3.7,2.9338,3.5526,2.7494,0.0,3.4664,3.3193,0.766170000139768,0.8032675494630892,0.25,0.0,0.0,400,20,300.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",80.25,356.56,"1,217",79.25,3.1732,2.6186,3.087,2.4534,0.0,2.6674,2.5904,0.5546232999219298,0.6335857507735194,2.25,1.0,0.0,400,30,300.0,0.1,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=200, e=0.0)",80.0,355.68,"2,000",80.0,3.0867,2.4444,3.0867,2.4444,0.0,2.59,2.59,0.6422506460871338,0.6422506460871338,0.0,0.0,0.0,400,30,200.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),80.0,355.68,"2,000",80.0,3.0867,2.4444,3.0867,2.4444,0.0,2.59,2.59,0.6422506460871338,0.6422506460871338,0.0,0.0,0.0,400,30,,,Baseline,0.0
"Gen-Prob E-Greedy (m=300, e=0.6)",80.0,356.57,"1,217",79.25,3.1732,2.6186,3.0879,2.6272,0.0,2.6674,2.5916,0.5546232999219298,0.4607230658426418,2.0,0.75,0.0,400,30,300.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.6)",79.75,354.82,"1,115",78.75,3.2005,2.6394,3.0815,2.6281,0.0,2.6836,2.5857,0.5610822362307442,0.4533504080880983,6.25,1.0,0.0,400,30,200.0,0.6,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.4)",79.75,355.06,"1,115",78.75,3.2005,2.6394,3.0842,2.6143,0.0,2.6836,2.5794,0.5610822362307442,0.4698818572032874,6.25,1.0,0.0,400,30,200.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.1)",79.75,355.99,"1,115",78.75,3.2005,2.6394,3.0831,2.4435,0.0,2.6836,2.5902,0.5610822362307442,0.6395838267534528,7.000000000000001,1.0,0.0,400,30,200.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=0.4)",79.75,356.44,"1,217",79.25,3.1732,2.6186,3.0817,2.5927,0.0,2.6674,2.583,0.5546232999219298,0.4889284220921017,1.5,0.5,0.0,400,30,300.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.2)",79.5,355.06,"1,115",78.75,3.2005,2.6394,3.0788,2.5416,0.0,2.6836,2.5825,0.5610822362307442,0.5371232506027996,7.000000000000001,1.0,0.25,400,30,200.0,0.2,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.8)",79.5,355.92,"1,115",78.75,3.2005,2.6394,3.0638,2.6264,0.0,2.6836,2.5575,0.5610822362307442,0.4373354274734207,6.25,0.75,0.0,400,30,200.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.0)",79.5,356.39,"1,115",78.75,3.2005,2.6394,3.196,2.4345,0.0,2.6836,2.6895,0.5610822362307442,0.7615266914165364,5.5,0.75,0.0,400,30,300.0,0.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.8)",79.5,356.5,"1,217",79.25,3.1732,2.6186,3.0661,2.6228,0.0,2.6674,2.568,0.5546232999219298,0.4432610637998233,1.7500000000000002,0.5,0.25,400,30,300.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=1.0)",79.25,356.84,"1,115",78.75,3.2005,2.6394,3.0583,2.5536,0.0,2.6836,2.5545,0.5610822362307442,0.5046620435483185,7.249999999999999,0.75,0.25,400,30,200.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.2)",79.25,355.41,"1,217",79.25,3.1732,2.6186,3.0763,2.5356,0.0,2.6674,2.5711,0.5546232999219298,0.5406952124729605,1.5,0.0,0.0,400,30,300.0,0.2,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=1.0)",79.25,356.24,"1,217",79.25,3.1732,2.6186,3.0623,2.5917,0.0,2.6674,2.5634,0.5546232999219298,0.4705082985193467,2.5,0.75,0.75,400,30,300.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.2)",78.0,346.9,"1,244",77.5,2.9081,2.5046,2.8052,2.4704,0.0,2.3445,2.2466,0.4035052763125319,0.3348080462648033,1.7500000000000002,0.5,0.0,400,40,300.0,0.2,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=300, e=0.4)",78.0,346.87,"1,244",77.5,2.9081,2.5046,2.8126,2.5132,0.0,2.3445,2.2549,0.4035052763125319,0.2994172278347613,1.5,0.5,0.0,400,40,300.0,0.4,Gen-Prob E-Greedy,0.25
Pure PARWiS (Baseline),77.75,348.45,"2,000",77.75,2.8031,2.3823,2.8031,2.3823,0.0,2.2433,2.2433,0.4208575153930574,0.4208575153930574,0.0,0.0,0.0,400,40,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.4)",77.75,346.8,"1,139",76.75,2.9564,2.5375,2.8126,2.5365,0.0,2.386,2.2554,0.4189112085676214,0.2761225060986181,5.0,1.0,0.0,400,40,200.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",77.75,346.7,"1,244",77.5,2.9081,2.5046,2.8082,2.3875,0.0,2.3445,2.2519,0.4035052763125319,0.42078093133712,1.7500000000000002,0.25,0.0,400,40,300.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",77.75,348.45,"2,000",77.75,2.8031,2.3823,2.8031,2.3823,0.0,2.2433,2.2433,0.4208575153930574,0.4208575153930574,0.0,0.0,0.0,400,40,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.2)",77.75,348.58,"1,139",76.75,2.9564,2.5375,2.8018,2.4554,0.0,2.386,2.2489,0.4189112085676214,0.3464506780728156,6.5,1.0,0.0,400,40,200.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.1)",77.5,347.24,"1,139",76.75,2.9564,2.5375,2.8094,2.3798,0.0,2.386,2.2514,0.4189112085676214,0.429581267791737,6.0,1.0,0.25,400,40,200.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.8)",77.5,347.95,"1,139",76.75,2.9564,2.5375,2.7893,2.5425,0.0,2.386,2.2372,0.4189112085676214,0.2467587848245735,6.0,1.0,0.25,400,40,200.0,0.8,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=0.0)",77.5,347.63,"1,139",76.75,2.9564,2.5375,2.9643,2.4291,0.0,2.386,2.3974,0.4189112085676214,0.535194250892312,4.5,0.75,0.0,400,40,300.0,0.0,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.6)",77.0,346.72,"1,139",76.75,2.9564,2.5375,2.8161,2.5513,0.0,2.386,2.2534,0.4189112085676214,0.2648518644851063,5.0,0.5,0.25,400,40,200.0,0.6,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.6)",77.0,346.41,"1,244",77.5,2.9081,2.5046,2.8101,2.5546,0.0,2.3445,2.2506,0.4035052763125319,0.255457677433585,2.25,0.25,0.75,400,40,300.0,0.6,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.8)",76.75,347.32,"1,244",77.5,2.9081,2.5046,2.7902,2.5468,0.0,2.3445,2.2323,0.4035052763125319,0.2433602791876912,2.0,0.25,1.0,400,40,300.0,0.8,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=1.0)",76.25,346.91,"1,139",76.75,2.9564,2.5375,2.7888,2.495,0.0,2.386,2.2322,0.4189112085676214,0.2937985302552479,6.25,0.75,1.25,400,40,200.0,1.0,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=300, e=1.0)",76.0,347.05,"1,244",77.5,2.9081,2.5046,2.7789,2.5143,0.0,2.3445,2.2182,0.4035052763125319,0.2646170951240831,4.0,0.5,2.0,400,40,300.0,1.0,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=200, e=0.1)",62.5,320.77,"1,396",60.25,2.5787,2.3048,2.4473,2.2283,0.0,1.7442,1.6385,0.2738442487922095,0.219025770073844,13.750000000000002,2.25,0.0,400,50,200.0,0.1,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=300, e=0.2)",62.5,322.0,"1,520",61.75,2.5269,2.2691,2.4473,2.2578,0.0,1.7225,1.6559,0.2577800976023132,0.1895200343894156,3.75,0.75,0.0,400,50,300.0,0.2,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),62.0,320.85,"2,000",62.0,2.4429,2.2269,2.4429,2.2269,0.0,1.646,1.646,0.2159880651666577,0.2159880651666577,0.0,0.0,0.0,400,50,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",62.0,320.85,"2,000",62.0,2.4429,2.2269,2.4429,2.2269,0.0,1.646,1.646,0.2159880651666577,0.2159880651666577,0.0,0.0,0.0,400,50,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",61.75,323.79,"1,520",61.75,2.5269,2.2691,2.4343,2.2221,0.0,1.7225,1.6373,0.2577800976023132,0.2122369014236724,3.0,0.0,0.0,400,50,300.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.2)",61.5,322.24,"1,396",60.25,2.5787,2.3048,2.4481,2.2663,0.0,1.7442,1.642,0.2738442487922095,0.181778143362207,11.75,1.5,0.25,400,50,200.0,0.2,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.4)",61.0,322.36,"1,520",61.75,2.5269,2.2691,2.4388,2.2679,0.0,1.7225,1.6398,0.2577800976023132,0.1709652865294799,3.25,0.0,0.75,400,50,300.0,0.4,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=0.4)",60.25,323.05,"1,396",60.25,2.5787,2.3048,2.4553,2.2849,0.0,1.7442,1.6588,0.2738442487922095,0.1704553096240983,14.249999999999998,2.5,2.5,400,50,200.0,0.4,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=200, e=0.6)",58.75,320.51,"1,396",60.25,2.5787,2.3048,2.4526,2.294,0.0,1.7442,1.6439,0.2738442487922095,0.1586678366057929,15.5,2.0,3.5000000000000004,400,50,200.0,0.6,Gen-Prob E-Greedy,-3.25
"Gen-Prob E-Greedy (m=300, e=0.0)",58.75,321.93,"1,396",60.25,2.5787,2.3048,2.6174,2.3265,0.0,1.7442,1.7808,0.2738442487922095,0.2908265228414155,14.499999999999998,1.5,3.0,400,50,300.0,0.0,Gen-Prob E-Greedy,-3.25
"Gen-Prob E-Greedy (m=300, e=0.6)",57.75,321.73,"1,520",61.75,2.5269,2.2691,2.4523,2.2905,0.0,1.7225,1.6411,0.2577800976023132,0.1618182440820885,9.0,0.5,4.5,400,50,300.0,0.6,Gen-Prob E-Greedy,-4.25
"Gen-Prob E-Greedy (m=200, e=1.0)",57.0,323.07,"1,396",60.25,2.5787,2.3048,2.4832,2.3144,0.0,1.7442,1.6642,0.2738442487922095,0.1688253304131937,17.0,2.0,5.25,400,50,200.0,1.0,Gen-Prob E-Greedy,-5.0
"Gen-Prob E-Greedy (m=200, e=0.8)",56.5,321.45,"1,396",60.25,2.5787,2.3048,2.4589,2.2998,0.0,1.7442,1.6342,0.2738442487922095,0.1591305900594246,18.25,2.25,6.0,400,50,200.0,0.8,Gen-Prob E-Greedy,-5.5
"Gen-Prob E-Greedy (m=300, e=1.0)",56.0,322.32,"1,520",61.75,2.5269,2.2691,2.4646,2.2952,0.0,1.7225,1.6586,0.2577800976023132,0.1694518111477272,10.5,0.25,6.0,400,50,300.0,1.0,Gen-Prob E-Greedy,-6.0
"Gen-Prob E-Greedy (m=300, e=0.8)",55.75,321.87,"1,520",61.75,2.5269,2.2691,2.4505,2.2982,0.0,1.7225,1.6327,0.2577800976023132,0.1523270485982792,11.25,0.5,6.5,400,50,300.0,0.8,Gen-Prob E-Greedy,-6.25
Pure PARWiS (Baseline),49.0,314.63,"2,000",49.0,2.3253,2.1703,2.3253,2.1703,0.0,1.3898,1.3898,0.1550086661973502,0.1550086661973502,0.0,0.0,0.0,400,60,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",49.0,314.63,"2,000",49.0,2.3253,2.1703,2.3253,2.1703,0.0,1.3898,1.3898,0.1550086661973502,0.1550086661973502,0.0,0.0,0.0,400,60,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.1)",48.75,314.12,"1,549",49.5,2.4347,2.2285,2.3247,2.17,0.0,1.4718,1.3869,0.2062281325930652,0.1547889361494552,16.5,2.0,2.75,400,60,200.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=0.1)",48.0,313.46,"1,677",49.5,2.3919,2.1987,2.3171,2.1686,0.0,1.4483,1.3749,0.1932105882588315,0.1485109914573623,5.0,0.25,1.7500000000000002,400,60,300.0,0.1,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=200, e=0.2)",47.25,314.88,"1,549",49.5,2.4347,2.2285,2.3249,2.1862,0.0,1.4718,1.3925,0.2062281325930652,0.1386684011888133,16.75,1.25,3.5000000000000004,400,60,200.0,0.2,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=300, e=0.2)",47.0,313.26,"1,677",49.5,2.3919,2.1987,2.3201,2.1796,0.0,1.4483,1.3721,0.1932105882588315,0.1404599759393443,6.0,0.5,3.0,400,60,300.0,0.2,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=300, e=0.4)",46.0,313.2,"1,677",49.5,2.3919,2.1987,2.3231,2.1894,0.0,1.4483,1.3731,0.1932105882588315,0.1337175909108765,6.0,0.25,3.75,400,60,300.0,0.4,Gen-Prob E-Greedy,-3.0
"Gen-Prob E-Greedy (m=200, e=0.4)",45.0,312.56,"1,549",49.5,2.4347,2.2285,2.329,2.1959,0.0,1.4718,1.3836,0.2062281325930652,0.1330686690033342,18.25,1.5,6.0,400,60,200.0,0.4,Gen-Prob E-Greedy,-4.0
"Gen-Prob E-Greedy (m=300, e=0.0)",43.0,313.02,"1,549",49.5,2.4347,2.2285,2.4787,2.2655,0.0,1.4718,1.5018,0.2062281325930652,0.2132021004797151,16.5,0.5,7.000000000000001,400,60,300.0,0.0,Gen-Prob E-Greedy,-6.0
"Gen-Prob E-Greedy (m=200, e=1.0)",42.5,312.32,"1,549",49.5,2.4347,2.2285,2.3758,2.2347,0.0,1.4718,1.4088,0.2062281325930652,0.1410413951302485,19.5,0.25,7.249999999999999,400,60,200.0,1.0,Gen-Prob E-Greedy,-6.5
"Gen-Prob E-Greedy (m=300, e=0.6)",42.0,314.0,"1,677",49.5,2.3919,2.1987,2.3353,2.1978,0.0,1.4483,1.3724,0.1932105882588315,0.1375269183121199,11.25,0.5,8.0,400,60,300.0,0.6,Gen-Prob E-Greedy,-7.0
"Gen-Prob E-Greedy (m=200, e=0.6)",41.75,312.82,"1,549",49.5,2.4347,2.2285,2.3391,2.206,0.0,1.4718,1.3924,0.2062281325930652,0.1331575017055706,21.25,1.5,9.25,400,60,200.0,0.6,Gen-Prob E-Greedy,-7.25
"Gen-Prob E-Greedy (m=200, e=0.8)",40.0,312.19,"1,549",49.5,2.4347,2.2285,2.3475,2.2182,0.0,1.4718,1.397,0.2062281325930652,0.1292362160690512,23.0,0.75,10.25,400,60,200.0,0.8,Gen-Prob E-Greedy,-9.0
"Gen-Prob E-Greedy (m=300, e=1.0)",40.0,314.06,"1,677",49.5,2.3919,2.1987,2.3632,2.2139,0.0,1.4483,1.4023,0.1932105882588315,0.1493440205114962,13.25,0.5,10.0,400,60,300.0,1.0,Gen-Prob E-Greedy,-9.0
"Gen-Prob E-Greedy (m=300, e=0.8)",38.25,313.7,"1,677",49.5,2.3919,2.1987,2.3421,2.2032,0.0,1.4483,1.3719,0.1932105882588315,0.1388456812779774,14.75,0.0,11.25,400,60,300.0,0.8,Gen-Prob E-Greedy,-10.75
"Gen-Prob E-Greedy (m=200, e=1.0)",29.25,299.34,"1,698",36.0,2.3279,2.1644,2.3187,2.1801,0.0,1.1966,1.1685,0.1634615215976937,0.1386324463681001,25.5,1.0,7.75,400,70,200.0,1.0,Gen-Prob E-Greedy,1.75
"Gen-Prob E-Greedy (m=200, e=0.1)",28.5,301.47,"1,698",36.0,2.3279,2.1644,2.2541,2.1187,0.0,1.1966,1.134,0.1634615215976937,0.1353477752623662,29.75,1.7500000000000002,9.25,400,70,200.0,0.1,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=200, e=0.2)",28.25,299.03,"1,698",36.0,2.3279,2.1644,2.2689,2.1278,0.0,1.1966,1.1444,0.1634615215976937,0.1411599025623453,28.25,1.0,8.75,400,70,200.0,0.2,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=300, e=0.2)",28.25,301.98,"1,844",34.0,2.289,2.1331,2.2524,2.1195,0.0,1.1878,1.1532,0.1559522364045338,0.1329770113261359,10.0,0.25,6.0,400,70,300.0,0.2,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=200, e=0.8)",28.0,301.49,"1,698",36.0,2.3279,2.1644,2.2924,2.1563,0.0,1.1966,1.179,0.1634615215976937,0.1360871147261999,28.25,2.0,10.0,400,70,200.0,0.8,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=200, e=0.0)",27.5,302.87,"2,000",27.5,2.2533,2.117,2.2533,2.117,0.0,1.1554,1.1554,0.1362382763929384,0.1362382763929384,0.0,0.0,0.0,400,70,200.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),27.5,302.87,"2,000",27.5,2.2533,2.117,2.2533,2.117,0.0,1.1554,1.1554,0.1362382763929384,0.1362382763929384,0.0,0.0,0.0,400,70,,,Baseline,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",27.5,300.61,"1,844",34.0,2.289,2.1331,2.2523,2.1171,0.0,1.1878,1.1396,0.1559522364045338,0.1351762272027872,11.5,0.0,6.5,400,70,300.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.8)",27.5,301.63,"1,844",34.0,2.289,2.1331,2.2809,2.1393,0.0,1.1878,1.1583,0.1559522364045338,0.1416038279482911,11.0,0.25,6.75,400,70,300.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.0)",27.25,301.99,"1,698",36.0,2.3279,2.1644,2.3785,2.2133,0.0,1.1966,1.2205,0.1634615215976937,0.1651562438631488,25.25,0.5,9.25,400,70,300.0,0.0,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=200, e=0.6)",26.25,301.32,"1,698",36.0,2.3279,2.1644,2.2676,2.1395,0.0,1.1966,1.1486,0.1634615215976937,0.1281293884388246,27.250000000000004,1.0,10.75,400,70,200.0,0.6,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=300, e=0.6)",26.0,301.6,"1,844",34.0,2.289,2.1331,2.2698,2.1337,0.0,1.1878,1.1506,0.1559522364045338,0.1360748461080452,12.75,0.5,8.5,400,70,300.0,0.6,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=200, e=0.4)",25.25,301.61,"1,698",36.0,2.3279,2.1644,2.2711,2.1327,0.0,1.1966,1.1672,0.1634615215976937,0.1384375463255809,30.75,2.5,13.25,400,70,200.0,0.4,Gen-Prob E-Greedy,-2.25
"Gen-Prob E-Greedy (m=300, e=0.4)",24.75,301.71,"1,844",34.0,2.289,2.1331,2.2626,2.1256,0.0,1.1878,1.1477,0.1559522364045338,0.1369402893499205,13.5,0.25,9.5,400,70,300.0,0.4,Gen-Prob E-Greedy,-2.75
"Gen-Prob E-Greedy (m=300, e=1.0)",24.75,301.98,"1,844",34.0,2.289,2.1331,2.2982,2.1526,0.0,1.1878,1.1754,0.1559522364045338,0.1456238122170896,15.0,0.5,9.75,400,70,300.0,1.0,Gen-Prob E-Greedy,-2.75
"Gen-Prob E-Greedy (m=200, e=0.6)",15.25,284.06,"1,809",18.75,2.2503,2.1133,2.226,2.0992,0.0,0.9217,0.9276,0.1369260420601881,0.1267830290944704,26.75,2.0,5.5,400,80,200.0,0.6,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=300, e=0.4)",15.0,284.51,"1,937",18.5,2.2321,2.0927,2.2293,2.0877,0.0,0.9386,0.9298,0.13942270228894,0.1415463809410093,7.75,0.5,4.0,400,80,300.0,0.4,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=300, e=0.2)",15.0,286.56,"1,937",18.5,2.2321,2.0927,2.2236,2.0867,0.0,0.9386,0.9363,0.13942270228894,0.1369436725041342,9.0,0.25,3.75,400,80,300.0,0.2,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=300, e=1.0)",15.0,285.13,"1,937",18.5,2.2321,2.0927,2.2386,2.1008,0.0,0.9386,0.9359,0.13942270228894,0.1377722385102431,7.5,0.0,3.5000000000000004,400,80,300.0,1.0,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=200, e=0.0)",14.75,286.0,"2,000",14.75,2.2284,2.0863,2.2284,2.0863,0.0,0.9371,0.9371,0.1420810390016016,0.1420810390016016,0.0,0.0,0.0,400,80,200.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),14.75,286.0,"2,000",14.75,2.2284,2.0863,2.2284,2.0863,0.0,0.9371,0.9371,0.1420810390016016,0.1420810390016016,0.0,0.0,0.0,400,80,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.4)",14.5,283.21,"1,809",18.75,2.2503,2.1133,2.2299,2.0921,0.0,0.9217,0.9081,0.1369260420601881,0.1378707942616546,29.75,2.0,6.25,400,80,200.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=300, e=0.1)",14.25,285.59,"1,937",18.5,2.2321,2.0927,2.2231,2.0863,0.0,0.9386,0.9249,0.13942270228894,0.1367706368216867,9.5,0.25,4.5,400,80,300.0,0.1,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=300, e=0.0)",14.25,283.44,"1,809",18.75,2.2503,2.1133,2.2991,2.1548,0.0,0.9217,0.9521,0.1369260420601881,0.1442649920394898,23.25,0.75,5.25,400,80,300.0,0.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.8)",14.25,283.58,"1,809",18.75,2.2503,2.1133,2.2408,2.1149,0.0,0.9217,0.9318,0.1369260420601881,0.1258908536893188,28.75,1.25,5.75,400,80,200.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=200, e=0.1)",14.0,283.21,"1,809",18.75,2.2503,2.1133,2.2152,2.0849,0.0,0.9217,0.9042,0.1369260420601881,0.1303694868166083,27.250000000000004,1.25,6.0,400,80,200.0,0.1,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=300, e=0.8)",14.0,285.05,"1,937",18.5,2.2321,2.0927,2.2346,2.0992,0.0,0.9386,0.9323,0.13942270228894,0.1353704752092914,8.75,0.0,4.5,400,80,300.0,0.8,Gen-Prob E-Greedy,-0.75
